Fri May 13 01:25:00 2022    rainbow.prof

         261175591 function calls (251697514 primitive calls) in 1047.331 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      573    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
     1240    0.000    0.000    0.000    0.000 {method 'bit_count' of 'int' objects}
      739    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       62    0.000    0.000    0.002    0.000 deprecation.py:318(delete_parameter)
      768    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
      980    0.000    0.000    0.000    0.000 __init__.py:1799(_str_equal)
       78    0.000    0.000    0.001    0.000 backend_bases.py:735(__init__)
      310    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
  130/127    0.000    0.000    0.204    0.002 <frozen importlib._bootstrap_external>:1174(create_module)
      621    0.000    0.000    0.000    0.000 utils.py:61(__format__)
 1725/240    0.000    0.000    0.002    0.000 abc.py:121(__subclasscheck__)
  291/191    0.000    0.000    0.000    0.000 transforms.py:180(_invalidate_internal)
       20    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
     1188    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      621    0.000    0.000    0.000    0.000 std.py:169(colour)
       67    0.000    0.000    0.000    0.000 format.py:367(_wrap_header)
       40    0.000    0.000    0.001    0.000 transforms.py:506(anchored)
     1132    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      231    0.000    0.000    0.007    0.000 artist.py:1159(set)
      140    0.000    0.000    0.001    0.000 __init__.py:799(search)
      382    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
      813    0.000    0.000    0.000    0.000 __init__.py:1446(debug)
       16    0.000    0.000    0.001    0.000 ticker.py:787(_set_format)
      181    0.000    0.000    0.000    0.000 __init__.py:872(get_siblings)
      731    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1607(<setcomp>)
      632    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      195    0.000    0.000    0.002    0.000 fromnumeric.py:51(_wrapfunc)
       90    0.000    0.000    0.001    0.000 path.py:99(__init__)
       46    0.000    0.000    0.005    0.000 text.py:115(__init__)
       32    0.000    0.000    0.006    0.000 backend_agg.py:224(draw_text)
      904    0.000    0.000    0.000    0.000 inspect.py:2404(<lambda>)
       12    0.000    0.000    0.001    0.000 enum.py:545(<listcomp>)
       84    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1334(_path_hooks)
       48    0.000    0.000    0.006    0.000 zipfile.py:1207(__init__)
      716    0.000    0.000    0.000    0.000 typing.py:917(_is_dunder)
        2    0.000    0.000    0.000    0.000 win32.py:109(SetConsoleTextAttribute)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       64    0.000    0.000    0.001    0.000 zipfile.py:1565(_open_to_write)
      190    0.000    0.000    0.000    0.000 font_manager.py:862(set_size)
      128    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 backend_agg.py:87(__init__)
     1346    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      100    0.000    0.000    0.001    0.000 text.py:275(_get_layout_cache_key)
      100    0.000    0.000    0.674    0.007 artist.py:104(__init_subclass__)
       47    0.000    0.000    0.005    0.000 __init__.py:1294(_add_data_doc)
      149    0.000    0.000    0.000    0.000 font_manager.py:844(set_stretch)
       79    0.000    0.000    0.001    0.000 core.py:3532(__init__)
      157    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
      128    0.000    0.000    0.000    0.000 zipfile.py:1032(close)
       17    0.000    0.000    0.006    0.000 rcsetup.py:710(validate_cycler)
      360    0.000    0.000    0.013    0.000 zipfile.py:933(_update_crc)
      472    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      161    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       82    0.000    0.000    0.001    0.000 pathlib.py:567(_parse_args)
      226    0.000    0.000    0.001    0.000 markers.py:237(_recache)
       96    0.000    0.000    0.003    0.000 transforms.py:1480(transform)
       32    0.000    0.000    0.004    0.000 colors.py:927(from_list)
      874    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      402    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      224    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       62    0.000    0.000    0.000    0.000 artist.py:1138(update_from)
     1747    0.000    0.000    0.000    0.000 artist.py:266(axes)
      308    0.000    0.000    0.001    0.000 _dtype.py:307(_name_includes_bit_suffix)
       68    0.000    0.000    0.002    0.000 ast.py:54(literal_eval)
      260    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      269    0.000    0.000    0.001    0.000 _collections_abc.py:813(get)
        4    0.000    0.000    0.000    0.000 zipfile.py:1832(_write_end_record)
      739    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       52    0.000    0.000    0.012    0.000 backend_agg.py:251(get_text_width_height_descent)
    76/72    0.000    0.000    0.000    0.000 spines.py:330(get_spine_transform)
       48    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       89    0.000    0.000    0.000    0.000 transforms.py:392(bounds)
       90    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
       45    0.000    0.000    0.002    0.000 __init__.py:749(children)
        1    0.000    0.000    0.006    0.006 backend_qt.py:218(__init__)
       65    0.000    0.000    0.000    0.000 transforms.py:2057(scale)
       40    0.000    0.000    0.000    0.000 transforms.py:632(padded)
      146    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       22    0.000    0.000    0.000    0.000 transforms.py:2839(nonsingular)
      600    0.000    0.000    0.000    0.000 font_manager.py:1304(<genexpr>)
     22/3    0.000    0.000    0.001    0.000 core.py:3734(streamline)
       63    0.000    0.000    0.001    0.000 core.py:3706(__init__)
      165    0.000    0.000    0.000    0.000 __init__.py:184(__init__)
       78    0.000    0.000    0.000    0.000 pathlib.py:619(__str__)
      154    0.000    0.000    0.001    0.000 text.py:826(get_unitless_position)
       58    0.000    0.000    0.000    0.000 lines.py:1087(set_linestyle)
      174    0.000    0.000    0.000    0.000 lines.py:1149(_set_markercolor)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      616    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
      382    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
      520    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      231    0.000    0.000    0.007    0.000 artist.py:116(<lambda>)
       46    0.000    0.000    0.000    0.000 stride_tricks.py:414(_broadcast_shape)
      137    0.000    0.000    0.003    0.000 rcsetup.py:88(f)
      140    0.000    0.000    0.007    0.000 __init__.py:763(search)
       19    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x000002A6DE2B2CB0}
      249    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
        1    0.000    0.000    0.005    0.005 _mathtext.py:2467(<listcomp>)
   126/71    0.000    0.000    0.148    0.002 <frozen importlib._bootstrap_external>:1182(exec_module)
      661    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      766    0.000    0.000    0.000    0.000 __init__.py:879(<lambda>)
       76    0.000    0.000    0.001    0.000 _base.py:768(<dictcomp>)
       84    0.000    0.000    0.009    0.000 backend_agg.py:299(_get_agg_font)
      140    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.009    0.009 mathtext.py:1(<module>)
       64    0.000    0.000    0.000    0.000 transforms.py:2919(_interval_contains_close)
      245    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.906    0.906 pyplot.py:1(<module>)
      161    0.000    0.000    0.014    0.000 compiler.py:272(_hash_hexdigest)
      239    0.000    0.000    0.003    0.000 rcsetup.py:282(validate_color_for_prop_cycle)
       33    0.000    0.000    0.001    0.000 colors.py:287(to_rgba_array)
  115/105    0.000    0.000    0.055    0.001 docstring.py:83(__call__)
      157    0.000    0.000    0.001    0.000 transforms.py:1862(transform_affine)
      759    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
      132    0.000    0.000    0.000    0.000 markers.py:266(_set_fillstyle)
       79    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
     72/4    0.000    0.000    0.001    0.000 core.py:875(_parseCache)
       99    0.000    0.000    0.000    0.000 transforms.py:2351(__init__)
      813    0.000    0.000    0.000    0.000 __init__.py:1715(isEnabledFor)
        3    0.000    0.000    0.033    0.011 qt_compat.py:80(_setup_pyqt5plus)
      405    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       76    0.000    0.000    0.000    0.000 {built-in method builtins.round}
   234/16    0.000    0.000    0.001    0.000 ast.py:406(visit)
       16    0.000    0.000    0.001    0.000 ticker.py:714(_compute_offset)
       84    0.000    0.000    0.001    0.000 font_manager.py:1417(get_font)
      158    0.000    0.000    0.000    0.000 pathlib.py:147(splitroot)
       64    0.000    0.000    0.015    0.000 core.py:167(to_cpu)
       16    0.000    0.000    0.000    0.000 ticker.py:753(_set_order_of_magnitude)
       27    0.000    0.000    0.000    0.000 cycler.py:364(by_key)
      382    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       31    0.000    0.000    0.000    0.000 inspect.py:3197(__str__)
      160    0.000    0.000    0.008    0.000 __init__.py:865(<genexpr>)
       39    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 unicode.py:63(<listcomp>)
       84    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1619(path_hook_for_FileFinder)
      658    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
      180    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(dot)
        1    0.000    0.000    0.010    0.010 numeric.py:1(<module>)
    60/12    0.000    0.000    0.000    0.000 layers.py:55(flatten_params)
       13    0.000    0.000    0.001    0.000 docstring.py:61(<listcomp>)
      149    0.000    0.000    0.000    0.000 font_manager.py:807(set_style)
      834    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       61    0.000    0.000    0.003    0.000 rcsetup.py:107(<listcomp>)
     12/8    0.000    0.000    0.004    0.000 offsetbox.py:425(get_extent_offsets)
      136    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.027    0.027 _axes.py:46(Axes)
       86    0.000    0.000    0.000    0.000 typing.py:203(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
      338    0.000    0.000    0.004    0.000 shutil.py:1383(_access_check)
        1    0.000    0.000    0.000    0.000 rrule.py:1(<module>)
      293    0.000    0.000    0.000    0.000 os.py:746(encodekey)
       12    0.000    0.000    0.001    0.000 __init__.py:1821(_define_aliases)
      191    0.000    0.000    0.000    0.000 transforms.py:170(invalidate)
      234    0.000    0.000    0.000    0.000 __init__.py:1290(_to_unmasked_float_array)
       61    0.000    0.000    0.000    0.000 core.py:4241(__init__)
      260    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      260    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      304    0.000    0.000    0.008    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.011    0.011 backend_qt.py:580(_get_toolbar)
       40    0.000    0.000    0.000    0.000 colors.py:1040(__init__)
       38    0.000    0.000    0.001    0.000 offsetbox.py:48(_get_packed_offsets)
      124    0.000    0.000    0.001    0.000 ast.py:422(visit_Constant)
      168    0.000    0.000    0.000    0.000 layers.py:18(__setattr__)
      284    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
    63/11    0.000    0.000    0.002    0.000 core.py:3777(parseImpl)
      140    0.000    0.000    0.001    0.000 __init__.py:742(__init__)
      640    0.000    0.000    0.000    0.000 ast.py:247(iter_fields)
      286    0.000    0.000    0.001    0.000 figure.py:46(_stale_figure_callback)
       90    0.000    0.000    0.000    0.000 path.py:191(_update_values)
       28    0.000    0.000    0.001    0.000 patches.py:548(_bind_draw_path_function)
  303/170    0.000    0.000    0.000    0.000 transforms.py:2409(<lambda>)
  186/172    0.000    0.000    0.003    0.000 typing.py:303(inner)
       90    0.000    0.000    0.001    0.000 string.py:104(substitute)
      138    0.000    0.000    0.000    0.000 pyplot.py:2018(<genexpr>)
       72    0.000    0.000    0.001    0.000 transforms.py:822(from_extents)
     1190    0.000    0.000    0.000    0.000 font_manager.py:727(get_family)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
      274    0.000    0.000    0.001    0.000 artist.py:242(convert_xunits)
        2    0.000    0.000    0.019    0.009 core.py:193(read_style_directory)
       16    0.000    0.000    0.003    0.000 enum.py:475(_create_)
      122    0.000    0.000    0.001    0.000 transforms.py:2508(composite_transform_factory)
        1    0.000    0.000    0.009    0.009 _environment.py:431(<listcomp>)
      166    0.000    0.000    0.000    0.000 colors.py:565(__init__)
     55/8    0.000    0.000    0.002    0.000 core.py:3567(leave_whitespace)
       38    0.000    0.000    0.001    0.000 typing.py:479(Union)
       82    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
      289    0.000    0.000    0.000    0.000 pyplot.py:812(_auto_draw_if_interactive)
      192    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x000002A6DE4EA7A0}
       67    0.000    0.000    0.000    0.000 format.py:339(header_data_from_array_1_0)
     1190    0.000    0.000    0.000    0.000 font_manager.py:761(get_stretch)
       67    0.000    0.000    0.000    0.000 format.py:247(dtype_to_descr)
     30/4    0.000    0.000    0.001    0.000 core.py:3607(streamline)
      605    0.000    0.000    0.000    0.000 transforms.py:1052(get_points)
      208    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(column_stack)
      621    0.000    0.000    0.000    0.000 std.py:165(colour)
       36    0.000    0.000    0.004    0.000 transforms.py:1996(rotate)
      106    0.000    0.000    0.000    0.000 __init__.py:1277(is_math_text)
      359    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      268    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
     1190    0.000    0.000    0.000    0.000 font_manager.py:746(get_variant)
     1273    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
      120    0.000    0.000    0.001    0.000 inspect.py:3005(replace)
     1190    0.000    0.000    0.000    0.000 font_manager.py:739(get_style)
      130    0.000    0.000    0.026    0.000 cuda.py:31(as_cupy)
      232    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
        8    0.000    0.000    0.002    0.000 core.py:2619(__init__)
      145    0.000    0.000    0.000    0.000 artist.py:723(set_figure)
      235    0.000    0.000    0.000    0.000 lines.py:1222(set_xdata)
      115    0.000    0.000    0.002    0.000 abc.py:105(__new__)
    40/39    0.000    0.000    0.001    0.000 transforms.py:1791(__eq__)
      278    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       16    0.000    0.000    0.000    0.000 function_base.py:1164(diff)
       67    0.000    0.000    0.003    0.000 utils.py:959(safe_eval)
       20    0.000    0.000    0.003    0.000 offsetbox.py:808(get_extent)
      284    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       84    0.000    0.000    0.000    0.000 backend_agg.py:52(get_hinting_flag)
       46    0.000    0.000    0.000    0.000 stride_tricks.py:478(broadcast_arrays)
      198    0.000    0.000    0.000    0.000 pyplot.py:88(_copy_docstring_and_deprecators)
       85    0.000    0.000    0.003    0.000 genericpath.py:39(isdir)
       24    0.000    0.000    0.013    0.001 axis.py:291(draw)
      794    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      149    0.000    0.000    0.000    0.000 font_manager.py:817(set_variant)
        6    0.000    0.000    0.000    0.000 {built-in method cupy._core._routines_logic.create_comparison}
     1842    0.000    0.000    0.000    0.000 __init__.py:759(<lambda>)
      112    0.000    0.000    0.000    0.000 lines.py:630(set_data)
       16    0.000    0.000    0.008    0.000 ticker.py:433(__init__)
   112/55    0.000    0.000    0.002    0.000 core.py:3654(copy)
      122    0.000    0.000    0.000    0.000 inspect.py:2712(__str__)
      183    0.000    0.000    0.000    0.000 __init__.py:823(clean)
       18    0.000    0.000    0.005    0.000 artist.py:759(set_clip_path)
    76/74    0.000    0.000    0.001    0.000 _base.py:765(_unstale_viewLim)
       28    0.000    0.000    0.079    0.003 core.py:2856(__init__)
      125    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        7    0.000    0.000    0.037    0.005 npyio.py:284(load)
       60    0.000    0.000    0.006    0.000 __init__.py:738(_open_file_or_url)
       16    0.000    0.000    0.000    0.000 ticker.py:1879(scale_range)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
      310    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
      744    0.000    0.000    0.000    0.000 zipfile.py:1516(<lambda>)
      436    0.000    0.000    0.000    0.000 colors.py:226(<genexpr>)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       60    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 markers.py:146(MarkerStyle)
       41    0.000    0.000    0.000    0.000 inspect.py:1962(_signature_bound_method)
        8    0.000    0.000    0.022    0.003 layers.py:50(to_gpu)
       75    0.000    0.000    0.000    0.000 rcsetup.py:91(<listcomp>)
       31    0.000    0.000    0.000    0.000 __init__.py:1306(getLogger)
       88    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       33    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
        1    0.000    0.000    2.149    2.149 drl_selfmatch.py:172(plot)
      800    0.000    0.000    0.000    0.000 font_manager.py:1160(score_style)
      249    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      132    0.000    0.000    0.002    0.000 markers.py:219(__init__)
        1    0.000    0.000    0.005    0.005 cm.py:39(_gen_cmap_registry)
       32    0.000    0.000    0.001    0.000 _collections_abc.py:983(update)
       56    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      851    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.001    0.001 _index.py:1(<module>)
       66    0.000    0.000    0.003    0.000 artist.py:1166(_cm_set)
     1190    0.000    0.000    0.000    0.000 font_manager.py:752(get_weight)
      192    0.000    0.000    0.000    0.000 zipfile.py:455(_encodeFilenameFlags)
       41    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      115    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       67    0.000    0.000    0.000    0.000 format.py:283(descr_to_dtype)
       38    0.000    0.000    0.001    0.000 lines.py:1267(update_from)
       29    0.000    0.000    0.000    0.000 pathlib.py:438(_select_from)
       16    0.000    0.000    0.001    0.000 ticker.py:1986(_validate_steps)
       66    0.000    0.000    0.027    0.000 cuda.py:20(as_numpy)
      402    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
       63    0.000    0.000    0.001    0.000 colors.py:999(<dictcomp>)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
      649    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       38    0.000    0.000    0.000    0.000 offsetbox.py:133(_get_aligned_offsets)
       73    0.000    0.000    0.002    0.000 font_manager.py:943(copy)
       14    0.000    0.000    0.001    0.000 axis.py:349(_apply_params)
      128    0.000    0.000    0.000    0.000 zipfile.py:698(_get_decompressor)
      304    0.000    0.000    0.000    0.000 board.py:47(element_num_range)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
      800    0.000    0.000    0.000    0.000 font_manager.py:1224(score_size)
       32    0.000    0.000    0.000    0.000 axis.py:1607(_set_formatter)
       14    0.000    0.000    0.003    0.000 patches.py:600(draw)
      161    0.000    0.000    0.001    0.000 compiler.py:217(_get_bool_env_variable)
      134    0.000    0.000    0.000    0.000 py3k.py:53(isfileobj)
        1    0.000    0.000    0.000    0.000 _kernels.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _methods.py:91(_clip_dep_is_scalar_nan)
       20    0.000    0.000    0.005    0.000 patches.py:747(get_patch_transform)
  203/106    0.000    0.000    0.001    0.000 core.py:1784(default_name)
      149    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      274    0.000    0.000    0.000    0.000 artist.py:254(convert_yunits)
        1    0.000    0.000    0.006    0.006 _mathtext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
       32    0.000    0.000    0.000    0.000 colors.py:369(<setcomp>)
      235    0.000    0.000    0.000    0.000 lines.py:1234(set_ydata)
      720    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
      672    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(<genexpr>)
        2    0.000    0.000    0.003    0.001 function_base.py:1(<module>)
      192    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       16    0.000    0.000    0.109    0.007 drl_rainbow.py:17(__init__)
       78    0.000    0.000    0.000    0.000 backend_bases.py:906(set_clip_path)
      126    0.000    0.000    0.000    0.000 colors.py:858(__init__)
       48    0.000    0.000    0.001    0.000 text.py:936(set_color)
      130    0.000    0.000    0.026    0.000 from_data.py:49(asarray)
      506    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        4    0.000    0.000    0.012    0.003 utils.py:1(<module>)
       64    0.000    0.000    0.000    0.000 zipfile.py:1693(_writecheck)
      128    0.000    0.000    0.000    0.000 zipfile.py:717(__init__)
        1    0.000    0.000    0.139    0.139 rcsetup.py:1(<module>)
      292    0.000    0.000    0.000    0.000 __init__.py:1180(is_interactive)
       16    0.000    0.000    0.001    0.000 transforms.py:487(transformed)
      448    0.000    0.000    0.000    0.000 zipfile.py:1114(_fileobj)
       28    0.000    0.000    0.018    0.001 __init__.py:837(rc_params_from_file)
      434    0.000    0.000    0.000    0.000 transforms.py:1940(get_matrix)
      185    0.000    0.000    0.001    0.000 ntpath.py:214(basename)
      296    0.000    0.000    0.000    0.000 os.py:740(check_str)
       60    0.000    0.000    0.000    0.000 lines.py:713(set_transform)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
      110    0.000    0.000    0.001    0.000 fromnumeric.py:2638(amax)
       33    0.000    0.000    0.001    0.000 enum.py:164(__prepare__)
       96    0.000    0.000    0.002    0.000 transforms.py:2417(transform_affine)
        2    0.000    0.000    0.000    0.000 unicode.py:55(_chars_for_ranges)
       41    0.000    0.000    0.000    0.000 axis.py:514(update_position)
  254/153    0.000    0.000    0.001    0.000 core.py:1809(name)
        6    0.000    0.000    0.000    0.000 getlimits.py:35(__init__)
       41    0.000    0.000    0.000    0.000 axis.py:453(update_position)
      106    0.000    0.000    0.001    0.000 fromnumeric.py:2763(amin)
       12    0.000    0.000    0.000    0.000 transforms.py:593(count_contains)
        8    0.000    0.000    0.002    0.000 axis.py:2261(get_tick_space)
      573    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
      801    0.000    0.000    0.000    0.000 inspect.py:2682(default)
       82    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
        1    0.000    0.000    0.003    0.003 defchararray.py:1(<module>)
       86    0.000    0.000    0.001    0.000 typing.py:929(__init__)
      134    0.000    0.000    0.000    0.000 artist.py:1001(set_visible)
       60    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
      298    0.000    0.000    0.000    0.000 font_manager.py:1022(_normalize_font_family)
      117    0.000    0.000    0.000    0.000 artist.py:426(set_transform)
      293    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
   112/55    0.000    0.000    0.002    0.000 core.py:3656(<listcomp>)
       64    0.000    0.000    0.000    0.000 ticker.py:577(__call__)
      800    0.000    0.000    0.000    0.000 font_manager.py:769(get_size)
       86    0.000    0.000    0.000    0.000 text.py:1195(set_verticalalignment)
       47    0.000    0.000    0.002    0.000 text.py:1251(set_fontproperties)
       73    0.000    0.000    0.001    0.000 pathlib.py:587(_from_parts)
      800    0.000    0.000    0.000    0.000 font_manager.py:1177(score_variant)
       82    0.000    0.000    0.000    0.000 __init__.py:1842(make_alias)
   135/73    0.000    0.000    0.000    0.000 typing.py:1223(__hash__)
       84    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
        1    0.000    0.000    0.000    0.000 __init__.py:713(<dictcomp>)
       32    0.000    0.000    0.001    0.000 transforms.py:2741(__init__)
       31    0.000    0.000    0.001    0.000 _base.py:68(__set_name__)
       63    0.000    0.000    0.001    0.000 colors.py:980(reversed)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:1(<module>)
      128    0.000    0.000    0.000    0.000 zipfile.py:747(close)
        9    0.000    0.000    0.009    0.001 axis.py:414(__init__)
      106    0.000    0.000    0.001    0.000 colors.py:124(_check_color_like)
       64    0.000    0.000    0.000    0.000 path.py:162(_fast_from_codes_and_verts)
        1    0.000    0.000    0.067    0.067 backend_agg.py:490(print_png)
      192    0.000    0.000    0.000    0.000 cp437.py:14(decode)
      149    0.000    0.000    0.000    0.000 font_manager.py:794(set_family)
       54    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      161    0.000    0.000    0.000    0.000 artist.py:439(get_transform)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:381(_populate)
       84    0.000    0.000    0.002    0.000 ast.py:33(parse)
        1    0.000    0.000    0.002    0.002 axes3d.py:44(Axes3D)
        8    0.000    0.000    0.001    0.000 axis.py:2523(get_tick_space)
      122    0.000    0.000    0.001    0.000 transforms.py:1348(__add__)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       35    0.000    0.000    0.000    0.000 core.py:2256(__init__)
       67    0.000    0.000    0.002    0.000 format.py:218(read_magic)
      324    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       58    0.000    0.000    0.000    0.000 lines.py:1034(set_drawstyle)
        1    0.000    0.000    0.020    0.020 common.py:8(pyparsing_common)
       62    0.000    0.000    0.000    0.000 deprecation.py:192(finalize)
        9    0.000    0.000    0.009    0.001 axis.py:475(__init__)
        1    0.000    0.000    0.014    0.014 multiarray.py:1(<module>)
       67    0.000    0.000    0.000    0.000 format.py:196(magic)
       64    0.000    0.000    0.000    0.000 zipfile.py:1104(__init__)
       30    0.000    0.000    0.000    0.000 __init__.py:1357(_fixupParents)
      309    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      257    0.000    0.000    0.000    0.000 text.py:1209(set_text)
       69    0.000    0.000    0.001    0.000 pathlib.py:955(__new__)
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:1(<module>)
       43    0.000    0.000    0.000    0.000 __init__.py:218(__getattr__)
       48    0.000    0.000    0.000    0.000 text.py:1227(_preprocess_math)
       16    0.000    0.000    0.001    0.000 ticker.py:2007(set_params)
      869    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       40    0.000    0.000    0.001    0.000 offsetbox.py:1140(_get_anchored_bbox)
       32    0.000    0.000    0.000    0.000 transforms.py:2756(_revalidate)
      208    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
